22107,675.86
3780,1286.85
13651,1.23
30473,4.43
9084,1.22
12469,546.85
30320,1.27
13664,1.24
9538,711.09
25467,84.23
23744,126.42
28806,1.19
216,1.24
16185,1.26
24714,39.3
8895,1.23
22907,613.13
29976,1.33
5697,2.0
2876,1.26
4989,789.98
4229,3.45
29849,779.16
15009,404.56
21742,106.28
30481,1.3
13164,1.24
5382,1.57
6081,2.07
9672,1.23
3068,1.24
30416,334.75
25049,1.22
3382,1.29
13487,4.78
4170,251.73
30399,177.57
21653,1.19
25243,535.46
2856,1.25
26606,4.27
17559,1.2
32287,8.52
12283,1.21
5148,3.04
32000,212.0
6434,284.65
9790,23.31
21524,758.98
29938,1.32
4058,569.58
18269,7.05
31431,65.42
20138,1.22
9363,1.19
9279,956.15
31552,1.19
23263,646.95
20730,1.17
14856,1.24
7278,978.9
21578,1.21
10405,1077.64
16176,1.26
30842,1.25
26524,1.19
14299,1.22
29489,118.03
21419,1.24
5191,203.34
19026,1.19
4168,301.63
26781,1.27
23528,901.41
24990,121.65
11727,1.24
27468,2.03
28401,412.56
11808,180.5
23162,8.78
32265,23.17
15483,169.82
31165,1.28
20712,1.18
23059,1.23
21537,576.71
11097,1.22
12596,1.25
1866,211.62
22178,1.19
7042,981.26
27703,1.22
20586,41.76
28887,1.22
2518,1.22
4716,594.34
14499,1.22
16731,1.21
3901,1.44
6594,3.34
3938,1.24
14815,1.22
11082,1.19
18005,214.36
1331,1.24
30723,177.46
23090,1.24
14276,1.22
10898,1.26
26452,3.25
7289,1069.16
25377,1.16
2464,1.21
12358,22.5
23224,939.25
20572,14.83
10798,1.22
11919,207.3
2308,1.24
24979,278.58
4884,8.87
20273,1.23
3789,474.52
16912,820.39
21488,846.66
29061,1.21
13423,1.26
29376,1.3
26279,1.2
10162,887.6
13961,1.23
1588,350.74
196,278.29
9401,1.2
2960,1059.98
1288,714.1
30849,1.24
20839,1.19
3397,1.25
17681,1.2
24198,1.26
1815,423.09
21331,1.19
18041,857.33
22903,553.39
19940,1.22
20833,1.21
5673,269.56
17268,1.22
29428,1.29
31255,285.68
23329,1.24
23757,438.39
30069,61.83
15865,338.33
7395,2.84
26369,801.55
32382,1.18
23209,834.92
1255,1042.27
27573,515.98
11904,480.96
21080,1.2
6902,3.19
15010,287.83
18306,312.76
23457,124.59
14324,1.22
16068,487.41
29604,17.25
11052,474.75
10944,58.49
27282,591.46
3115,1.26
11253,188.71
573,1.22
345,1.2
18868,288.33
24437,37.09
11056,369.23
23933,1.2
29198,6.84
21046,1.2
28922,275.75
14770,1.24
22427,26.34
7748,1.23
27224,708.27
10628,1.22
7152,2.71
10322,1.22
4393,409.73
25015,1.18
28307,1.23
758,388.16
19031,1.2
13326,378.66
499,1.2
2406,916.01
8387,389.99
15243,322.1
3058,1.22
7104,2.74
1118,1.25
9291,951.09
26394,846.74
32575,13.24
3154,1.91
12403,869.9
17802,367.79
26648,713.33
2638,682.9
25456,7.94
1109,1.28
31247,322.65
10586,1.21
3592,1.22
14375,157.09
12967,935.46
19927,1.23
27296,325.24
27383,1.24
19090,1.24
4121,383.85
25909,1.24
22830,1.24
32272,10.9
14752,34.55
15931,1.26
6860,2.35
26533,1.22
26898,12.18
22666,896.77
585,1.28
31122,1.28
11567,931.31
1023,102.42
22531,1.2
2320,8.81
17867,1.21
7708,1.24
6289,1.96
13356,1.27
9998,1.2
26929,612.99
9051,201.27
17075,1.19
9212,5.34
20720,1.19
22106,691.2
31673,207.9
18518,1.21
15617,1.25
19442,505.7
30302,1.29
5210,395.04
21053,1.21
27497,487.88
31286,1.22
25368,1.2
8868,1.22
7336,155.07
21465,579.02
10392,382.3
21101,1.24
7472,1.22
11300,965.1
13011,901.63
8856,1.21
9453,1.22
13355,1.25
7534,469.7
24812,1.22
5720,2.77
6663,2.22
12264,1.22
29826,846.09
21961,1.23
10835,1.26
7721,1.23
18234,1.19
217,1.23
25813,863.85
30366,86.39
12195,382.35
27983,1.22
17415,127.25
369,297.07
29788,190.15
18357,734.32
22488,1.2
31346,15.88
12493,12.24
5096,2.53
32146,1.16
30290,1.28
2532,1.2
14181,38.15
8223,1.24
5139,2.62
20785,1.21
2874,1.25
17841,1.2
22153,1.24
4220,2.16
2275,1.25
7668,1.28
22734,1.21
26768,1.24
19784,359.47
12167,862.66
10094,349.59
22564,1.21
5705,2.41
17362,1.25
25771,600.19
20044,837.22
2034,5.53
23423,1.22
15495,167.74
21381,1.19
26435,129.22
3386,1.26
22573,1.18
10276,1.21
24397,970.81
30470,14.64
15780,264.04
18969,20.32
12609,1.19
15319,6.56
26754,1.21
25400,1.22
32404,1.22
19258,27.04
25317,1.22
15650,1.24
27300,107.29
18131,1.2
26882,1.22
17704,95.16
24429,124.21
27936,1.24
25139,1.2
15963,1.3
3502,719.45
22696,493.1
27119,1.26
12862,1.23
22580,1.24
8383,253.28
3949,1.25
7294,1070.12
13363,1.24
1337,1.24
29672,1.26
11195,1.23
32588,9.03
4160,469.44
6112,8.6
11482,1.24
25700,1.22
31990,221.31
10563,1.22
10735,899.17
15548,484.57
6138,261.55
31509,1.23
13198,1.24
5456,1.54
14338,37.0
18496,1.2
17122,37.6
26185,1.22
28293,1.22
24470,1.26
6366,2.07
20688,245.23
1520,133.03
10557,1.21
31487,1.22
30111,179.6
15554,442.77
16541,2.56
23391,1.24
32347,1.21
20296,178.83
22735,1.21
25750,79.19
26405,835.28
16031,33.44
9163,1.2
14004,1.23
10421,691.22
23831,740.18
27758,6.14
25038,1.21
3189,212.63
8178,214.59
14983,558.52
13165,1.24
12138,996.12
32077,1.23
16072,464.12
29558,816.7
18367,136.77
18453,1.2
5068,2.19
23842,567.38
17379,1.22
12471,508.44
14989,443.34
25050,1.23
28036,1.23
22857,1.28
20683,453.84
14756,2.67
3776,1049.95
16372,145.5
22270,1.22
22211,1.24
17395,1.21
83,274.83
10300,1.23
9500,4.6
21822,629.46
11225,11.84
20654,795.96
20726,1.22
21051,1.2
29894,13.06
30101,182.9
8970,794.84
8710,914.76
10501,1.65
32011,194.55
25267,395.43
6887,2.01
21043,1.19
2507,1.2
32565,319.44
24776,1.21
15292,177.76
4706,771.49
19413,1.21
29380,1.31
26339,268.53
24752,1.19
21522,783.11
18737,1.21
20243,1.22
22604,365.38
19737,433.19
3899,1.97
25686,1.19
26721,319.82
1090,1.25
3469,556.76
17777,346.83
27683,1.22
13447,1.25
22067,854.96
26288,1.2
32363,1.18
27023,13.07
3732,355.46
32624,1.19
10083,272.73
9767,1.25
17224,410.17
11276,634.19
22650,927.79
7964,1.24
2095,1020.86
22177,1.22
14321,1.22
31467,1.24
14987,415.0
14530,1.23
12005,1.21
25918,1.2
10127,920.12
23866,15.91
24771,1.23
5638,1005.15
8285,1.21
19639,1.21
16073,365.79
2153,508.32
11315,866.23
7606,147.07
1668,1.23
18903,569.97
27155,1.25
8979,893.21
3673,1.26
3580,1.23
6865,1.99
6872,2.99
1530,1254.53
31329,9.28
25591,1.24
222,1.2
17305,1.2
26519,1.22
20152,1.22
5584,2.7
13679,1.24
15350,1.22
28717,121.65
22660,924.82
9920,16.03
24037,294.38
21428,1.23
3096,1.22
20830,1.17
14652,121.48
3690,1.25
18305,501.77
26944,785.55
14147,819.95
21036,1.23
11879,812.89
26650,739.21
2129,907.41
15801,1002.65
6517,346.02
11376,1.22
29911,1.33
27600,10.24
6921,1.9
13838,1006.17
11427,1.24
26038,49.84
4877,1.88
13625,12.28
1655,1.23
29626,1.26
7303,1009.88
7258,669.48
9567,937.11
2119,1000.86
408,951.22
24838,1.18
12477,384.79
2527,1.26
14757,1.58
23254,776.09
32583,174.4
24304,1.27
13126,1.24
9289,958.28
16948,273.3
9185,1.25
2029,1.21
20334,1008.91
30421,570.35
843,1.21
29280,807.01
31567,1.24
5107,1.6
12830,1.23
2168,20.26
3031,1.21
13787,439.49
15395,1.24
5513,2.8
27773,238.35
12362,74.12
3402,1.28
16926,668.23
20133,1.23
30177,51.39
24481,1.22
13642,1.23
10039,1.21
17657,1.2
1456,1.26
10700,892.64
10277,1.2
16379,26.56
15492,135.68
3353,1.21
28774,1.22
23027,1.19
28977,853.14
5018,194.0
22088,863.54
11131,1.21
3843,67.75
26543,1.19
24675,333.66
7109,2.5
27078,1.24
29832,853.28
10784,12.73
2140,750.94
3874,30.31
31979,90.02
18462,1.22
13589,751.18
19786,910.28
13259,941.5
28733,56.03
10353,1.2
23460,206.07
1616,1.21
28515,1.25
28766,1.19
19084,1.23
12396,781.46
31848,1.22
24408,678.15
16580,682.39
29433,1.31
14412,1062.02
21809,798.01
27043,1.23
24894,25.43
1731,1.26
5215,330.48
17425,204.21
8972,819.28
19732,301.7
13577,910.31
9826,775.75
15602,1.17
27371,1.21
25140,1.19
1786,86.85
10580,1.21
22085,882.4
30259,1.28
25509,1079.18
21039,1.19
11414,1.19
3242,960.21
21328,1.21
8476,102.08
6547,2.84
30539,1.28
2884,23.19
4596,1.99
32601,1.19
6526,125.33
14401,1197.77
31512,1.23
821,1.17
23502,892.56
19805,725.89
15060,1.23
22555,1.22
4419,516.36
13483,1.23
22402,565.37
27594,18.64
26940,748.45
30389,373.89
5879,356.21
15109,1.24
17873,1.2
5532,3.28
14495,1.22
18538,1.19
25207,248.29
17710,97.65
27298,275.69
15985,1.26
26885,1.2
9517,121.52
2678,1052.74
32105,1.25
3579,1.24
14797,1.23
1243,1034.82
12649,236.15
3697,1.22
23789,893.57
31309,1.19
4404,1041.72
31846,1.22
19068,1.22
7155,3.63
2858,1.25
28399,435.31
15215,235.5
22351,469.07
24080,935.21
32548,14.14
24215,1.21
5304,1.44
4034,1.82
26617,134.63
28324,1.26
27055,1.23
10205,39.79
10579,1.22
22739,1.25
4981,893.49
10342,1.21
30067,147.7
3931,1.22
15375,1.24
1516,134.16
21110,1.22
32159,1.18
30252,1.3
12272,1.23
890,1.24
9100,1.24
26248,1.24
10229,1.2
31093,1.21
8721,921.37
22982,531.08
17525,91.03
30800,1.27
1346,1.22
17052,1.2
28166,41.7
31628,45.36
21460,493.24
21019,1.2
8274,1.21
16694,1.2
28979,853.15
20101,534.59
32386,1.21
20023,552.52
25540,708.04
27731,1.28
7325,462.71
30968,128.77
20236,1.22
18208,1.19
3735,515.89
11031,961.25
5195,132.28
11940,1.22
19876,1.26
21098,1.21
25109,1.21
26065,488.84
14049,11.53
19284,1.21
388,675.59
8610,1.2
24789,1.23
1291,656.64
12885,1.26
9687,1.22
9384,1.21
21380,1.22
16556,228.7
7760,1.22
28489,1.25
5337,1.57
5683,26.74
11132,1.19
28832,1.2
18699,1.22
30068,96.34
24625,378.48
16745,1.22
8932,41.3
19524,255.28
25986,1.25
8403,521.3
26007,1.25
3547,427.99
14061,84.03
1660,1.25
12893,1.24
6529,19.31
8866,1.23
24315,86.76
25411,1.19
2001,1.24
6379,3.04
19185,904.27
3923,1.2
19533,146.64
22330,218.02
462,662.26
10261,1.22
31926,82.88
8390,370.52
5662,401.65
18390,78.7
5394,1.82
31688,64.75
21848,19.58
30786,1.27
2980,848.29
4556,1.72
22079,884.17
16739,1.23
16564,418.61
4890,40.66
19352,1.22
2885,31.38
4540,1.83
31301,1.22
32432,1.23
23839,618.89
19573,1.2
14556,1.22
4845,2.22
20038,773.21
3014,32.36
25907,1.19
4667,155.49
24485,1.23
8540,1.21
16960,18.13
9469,1.21
22135,25.93
24384,831.49
24669,363.67
12296,1.19
21107,1.21
24378,475.63
30868,1.22
4235,2.23
20867,130.7
19283,1.19
22527,1.19
11361,10.11
24659,461.31
1427,1.24
13899,19.74
24900,38.35
21914,1.22
28349,11.64
4772,2.06
21595,1.19
8952,501.54
14442,577.94
23532,872.81
21134,1.22
18345,298.23
15272,407.71
25877,1.26
14518,1.21
20453,1.22
31435,46.65
9116,1.21
491,15.65
18391,53.32
3047,1.18
7241,128.31
11846,1165.04
32306,7.46
2730,293.32
18861,189.91
3921,1.2
10368,46.35
24313,49.65
32652,1.18
12624,1.23
5880,1094.71
24621,479.13
24967,316.62
13137,1.24
12364,120.66
31560,1.21
28205,1.24
2798,1.22
30825,1.23
19851,1.18
19809,602.81
2442,355.49
13793,148.88
9242,198.13
27850,683.02
11227,34.65
6836,2.87
21887,1.25
18717,1.19
30489,1.28
24628,586.51
21903,1.21
6253,13.76
1791,432.56
27069,1.22
21600,1.22
25969,1.2
11096,1.21
10504,1.21
6202,979.73
27729,1.22
2867,1.23
19318,1.2
20289,84.57
14578,1.23
4547,1.52
7976,1.2
10901,1.26
15260,111.73
10943,29.57
21711,1.26
4120,419.4
9648,1.2
14326,1.27
23904,1.2
6463,1265.47
3507,720.55
23107,1.23
14048,12.49
16189,1.27
18490,1.22
2201,1.19
23376,1.16
14970,520.01
3835,95.06
2715,614.34
14118,859.55
20255,1.22
10645,1.24
10269,1.22
18679,89.35
31656,160.09
17552,1.19
6399,29.04
23135,1.23
16253,1.18
16976,1.19
20825,1.21
29057,1.26
30071,50.9
26795,1.23
20408,18.63
21541,508.14
1788,79.52
24158,6.8
19061,1.22
9153,1.22
20191,1.22
23077,1.23
28431,15.49
29827,850.48
26686,814.84
28679,174.8
28864,1.18
24937,407.04
30807,1.26
31666,162.26
7348,11.28
31734,22.98
5317,1.53
14891,1.25
10823,1.27
505,1.2
21355,1.19
1487,48.48
12339,1.24
5511,2.75
15986,1.27
22389,747.62
9201,1.24
29879,339.31
30972,362.07
4296,2.03
16286,229.59
30604,1.27
9188,1.24
10212,4.82
18999,1.22
6753,176.47
25268,333.3
21238,740.77
3929,1.27
12710,1005.88
21623,1.23
27654,1.22
28149,152.93
18145,1.2
32343,1.24
26881,1.23
12517,1.21
28772,1.23
11769,1.22
32001,379.63
3619,1.24
6010,3.57
8161,954.64
24673,349.41
20809,1.17
25287,88.46
32160,1.23
20383,612.83
1684,1.23
20053,895.05
12376,423.05
15080,1.22
17843,1.21
7685,1.25
10022,1.21
1278,861.94
6857,1.98
15214,153.33
31170,1.22
26327,120.38
7822,272.69
4970,400.66
29295,512.52
20217,1.22
13845,974.8
21527,722.73
30273,1.27
9250,722.48
9535,639.65
28387,88.17
1959,1.28
29432,1.31
4636,40.23
29368,1.29
29416,1.3
12599,1.26
31350,26.36
25930,1.24
22605,418.7
17405,4.97
22710,35.48
2973,954.32
8337,1.23
21670,1.2
2208,1.18
4273,2.0
28724,525.4
30939,51.07
5135,2.69
27368,1.23
7594,647.0
29565,756.39
22199,1.22
17911,1.21
22113,582.27
28117,487.82
12564,1.22
457,744.78
13059,10.08
3000,472.3
8890,1.21
10726,961.23
8248,1.2
96,230.26
4783,1.91
20978,24.57
8374,124.23
14853,1.23
5678,237.62
19871,1.25
10023,1.13
2726,384.72
18127,1.18
10919,1.24
17971,1.21
13020,815.57
1281,823.07
9097,1.17
28174,6.86
4932,156.05
13987,1.26
24358,317.2
22956,879.38
11270,301.64
21897,1.22
1398,1.24
3282,246.8
12209,15.3
625,1.29
17673,1.21
25320,1.19
1837,1113.02
6826,2.76
2331,126.18
30782,1.25
10562,1.2
210,6.17
25286,79.24
29958,1.33
29581,543.76
30763,1.29
26148,97.21
28802,1.21
18846,28.27
19879,1.24
11242,201.93
7047,930.87
5386,1.54
4688,674.36
12832,1.22
16337,469.26
28659,936.21
9413,1.19
32608,1.2
15973,1.27
2540,1.23
13758,1.27
25361,1.17
28379,24.01
23054,1.21
11782,1.25
19853,1.21
9842,935.62
5665,326.79
23997,1.21
5627,100.84
10370,108.24
11163,1.24
23534,853.57
655,179.72
9276,949.38
27140,1.24
10256,1.21
5472,1.87
11828,437.92
26607,6.26
6128,200.86
23336,1.25
5286,1.57
31336,13.66
10906,1.25
12551,1.26
26744,1.23
2616,110.11
27108,1.2
2647,941.99
2383,510.51
20490,1.2
26951,831.33
16735,1.24
13738,1.25
21298,1.19
4347,269.22
6067,2.23
11215,1.25
14018,1.26
17321,1.24
5425,1.54
2649,923.62
22901,524.18
19075,1.2
23130,1.25
17507,219.92
12725,915.95
624,1.3
8650,106.59
15904,1.26
28750,5.29
14803,1.23
22296,3.19
26239,1.22
6757,225.56
24498,1.27
20892,641.18
20328,667.36
31975,90.4
10689,763.27
29056,1.26
5155,2.08
18387,108.5
10569,1.21
19721,191.26
20537,1.21
3378,1.22
12202,22.19
29421,1.3
22801,1.23
8447,351.26
29361,1.3
24104,906.1
22247,1.22
20912,864.93
6778,771.37
28252,1.26
25780,384.78
3639,1.27
3705,1.25
20812,1.18
18475,1.22
13474,1.23
14460,22.27
27444,1.19
12295,1.19
19338,1.17
762,299.86
29986,1.31
30045,1.3
26644,663.78
19804,393.84
4105,360.84
12860,1.26
12831,1.18
2554,1.24
3315,1.27
1412,1.2
1377,1.26
7113,1.78
4974,1194.95
4343,116.89
8528,1.18
27546,820.62
15421,1.28
19608,1.21
30596,1.28
18590,783.62
18805,1.23
8487,11.98
28045,2.2
32411,1.17
12377,445.17
22707,40.1
12301,1.25
26599,1.25
7327,633.24
27114,1.24
22753,1.21
25878,1.2
12608,1.25
14985,782.31
11176,1.22
16323,549.09
31948,57.44
25457,11.06
23313,1.22
30802,1.23
32485,53.54
12741,706.69
8723,895.5
11524,216.1
25391,1.19
31473,1.26
19527,263.3
1247,1041.13
12800,1.2
8030,1.23
19221,670.02
26325,134.14
8478,96.79
4308,1.75
14384,1083.61
31718,71.41
30552,1.29
27513,712.81
12263,1.21
12617,1.24
31784,1.23
15885,1.21
4851,2.86
17720,181.81
22275,1.23
7981,1.23
26578,1.22
896,1.22
15344,1.23
16229,1.24
21430,1.26
14653,80.47
16356,305.46
10496,8.33
17316,1.2
3105,1.24
27559,714.99
2344,546.14
13857,872.45
25018,1.19
16786,1.22
4915,284.87
928,309.28
21720,3.56
11866,462.23
465,605.51
8986,943.89
22594,66.9
11229,38.98
5160,2.27
2564,1.23
1555,1007.2
6689,42.25
2868,1.25
8225,1.2
3922,1.22
7071,543.59
21132,1.23
10609,1.22
24841,1.23
4847,2.33
8439,358.11
20303,422.38
20473,1.21
21910,1.25
5504,2.31
24380,405.15
6528,22.57
7223,2.53
25527,422.33
23592,1.23
7117,2.13
28049,9.15
17752,631.81
25680,1.18
17933,1.22
8370,335.11
5081,2.53
6656,3.03
30280,1.28
25841,604.96
1912,1.25
12331,1.22
29556,826.84
21617,1.21
27609,1.24
1043,1.25
30664,31.75
20624,910.45
9787,5.58
30173,49.94
14095,253.91
18920,836.38
10301,1.2
31536,1.22
243,1.22
10193,152.22
3928,1.25
24359,795.55
19767,899.59
32394,1.2
15337,1.2
24065,798.72
3383,1.28
13617,22.28
14055,87.55
9072,1.21
18476,1.21
28985,817.73
29470,1.28
13607,418.7
5165,2.61
14602,1.21
14242,1.27
22807,1.23
14720,464.95
27325,1.23
20096,617.84
18530,1.24
5561,2.77
30798,1.26
1188,121.91
21117,1.23
13914,1.21
28137,263.67
21418,1.25
12267,1.22
18294,184.87
6933,2.59
5838,211.22
23300,1.35
6341,2.59
13371,1.23
13291,924.71
14066,76.37
428,1021.43
30212,1.3
5770,2.18
26100,909.78
25827,782.18
18245,1.24
17192,733.95
20342,593.06
20347,581.54
27898,1.22
20467,1.2
14533,1.2
21854,11.29
22816,1.24
12902,1.24
15604,1.19
27919,1.25
19542,21.05
25588,1.88
10769,364.62
25484,230.32
26227,1.23
1923,1.22
28656,217.99
15362,1.22
11610,773.82
31432,55.41
29437,1.31
23353,1.19
9779,1.24
1406,1.22
18918,947.89
29679,1.25
17986,38.42
13169,1.23
29612,3.03
17984,26.54
2974,944.78
11715,1.21
23418,1.22
17757,556.7
4448,167.62
12425,1005.5
11194,1.25
9427,1.21
24549,1.2
29895,11.26
12287,1.23
25964,1.17
18116,1.17
30003,1.29
1122,1.25
12892,1.25
26756,1.19
16303,316.77
733,832.09
7573,975.63
9237,452.4
28655,137.76
28929,425.15
30065,112.23
12136,990.75
725,1009.13
31591,1.23
31643,87.99
19612,1.22
14672,1149.9
4372,41.66
5005,543.08
23126,1.23
21005,1.19
24612,89.46
23350,1.22
30186,6.62
30047,1.35
27152,1.26
28406,379.89
18273,13.05
22833,1.27
9000,964.66
30967,257.61
11068,37.13
266,1.18
15130,1.22
24369,1038.7
4534,1.88
5199,161.98
7228,5.78
30881,1.24
18347,378.9
17181,875.5
25889,1.22
32201,72.76
29779,213.46
4047,25.06
31719,93.73
29464,1.29
32568,51.67
28279,1.23
10709,954.43
25123,1.2
10352,1.21
4237,2.26
30854,1.25
18933,753.81
28752,2.66
13021,764.08
25539,876.37
28278,1.25
17891,1.23
729,894.08
29152,1.22
9666,1.21
31353,27.91
5954,404.99
12706,1008.82
10422,955.75
23887,1.2
1092,1.23
5422,1.75
15509,321.0
11717,1.22
14378,212.92
26637,557.79
4502,2.03
5138,2.45
10781,16.73
23672,1.23
18648,708.22
5115,1.57
22930,899.09
12518,1.23
17998,189.01
10926,1.28
15473,71.75
24757,1.22
3752,207.68
8398,499.36
17284,1.2
12063,1.2
9222,67.42
30695,199.1
16909,838.04
5343,1.68
4985,850.7
23615,1.18
24926,301.35
8256,1.19
9382,1.2
20667,421.38
12667,623.48
22500,1.23
27934,1.25
11326,713.98
22937,936.9
12639,22.93
31725,99.68
18879,403.1
20992,6.4
27178,1.22
27989,1.23
10519,1.21
1282,806.76
18289,258.93
18053,855.6
12110,688.73
31337,14.8
873,1.21
16064,559.85
18392,49.33
6725,129.59
6803,241.77
5001,552.44
23176,285.99
32617,1.23
11449,1.22
6011,3.11
273,1.23
1330,1.19
13544,792.83
11177,1.24
3193,195.74
28578,1.28
14858,1.24
22084,881.87
28627,26.0
423,1029.3
20946,797.76
5221,307.43
7680,1.21
14368,68.9
14361,91.35
7486,1.26
30159,102.43
18878,215.16
1298,496.98
31543,1.23
25722,1.22
29794,319.6
11029,751.83
19064,1.22
5780,2.79
32449,1.21
13508,403.88
29667,1.26
6925,2.41
2764,1.21
29740,1.18
22552,1.23
24562,1.23
10099,200.8
11931,19.21
26776,1.22
29156,1.27
26467,1.22
18713,1.15
15144,1.24
32152,1.19
11508,1.26
3964,1.23
13365,1.21
29786,222.91
996,821.11
19044,1.23
13366,1.22
8442,378.72
2842,1.24
12353,1.93
4844,2.23
21805,834.7
1339,1.24
29253,490.06
31058,1.31
18819,1.22
21996,1.21
5610,3.31
5910,1045.95
5227,459.04
4794,2.1
13499,183.53
2536,1.26
8892,1.22
32301,6.67
3703,1.25
25865,60.15
24796,1.22
13475,1.23
19985,1.25
13188,1.22
8331,1.19
850,1.24
7889,140.64
15725,1.27
3792,484.65
2286,1.23
26623,290.85
17202,758.34
28639,175.87
19147,214.35
26808,1.21
2805,1.22
11960,1.25
22535,1.21
2229,1.22
16716,1.19
27887,24.86
8255,1.2
26778,1.23
12384,583.5
24608,134.44
30038,1.32
23621,1.23
14689,321.21
21750,160.32
16487,1.2
12160,933.5
28370,15.89
27865,481.99
31360,69.67
6552,2.59
14529,1.23
18085,511.26
20146,1.23
11967,1.21
25324,1.18
22110,627.32
12973,955.75
4771,1.96
19358,1.2
14942,113.7
10506,1.22
32007,389.04
30944,139.58
27862,509.21
30128,208.27
21081,1.18
13530,810.93
14477,1.2
27102,1.19
15837,553.52
18086,497.36
31367,75.34
11342,451.7
14617,23.86
15718,1.22
9381,1.24
23075,1.22
6462,781.09
8324,1.19
30103,136.94
4659,149.16
3660,1.2
2231,1.23
7080,359.31
15506,153.21
4148,662.06
19035,1.22
19486,899.42
16515,1.21
30040,1.34
2213,1.21
15058,1.25
1227,1075.29
6425,49.58
6148,417.58
10581,1.19
25950,1.24
12354,3.51
19365,1.24
15712,1.24
22595,78.68
12133,975.57
22456,1.2
6562,2.52
6484,344.42
15191,114.87
27592,20.26
29488,89.45
21049,1.25
5144,2.87
7503,99.98
13594,669.17
14006,1.23
23454,59.22
8880,1.21
31757,1.22
2879,2.34
29076,1.23
17344,1.21
18697,1.22
3517,337.35
32478,33.43
17668,1.23
359,44.93
3298,1.96
19452,645.61
3706,1.29
10319,1.23
21554,31.55
19696,1.23
29818,916.62
15057,1.23
21034,1.22
16180,1.3
24296,1.25
1385,1.19
29917,1.3
28067,360.08
25189,155.5
31983,48.5
28019,1.24
10527,1.23
22579,1.26
24963,347.96
11911,273.41
20034,727.13
11206,1.24
30876,1.23
1328,1.25
24958,335.0
29886,21.4
5799,1.96
10078,35.37
17688,1.21
31455,1.23
24785,1.21
15297,102.52
11961,1.21
11838,437.57
28078,650.89
16357,385.3
27602,5.58
14964,557.16
12702,1004.86
11582,993.87
27815,670.42
15268,333.9
1441,1.24
1610,1.72
24576,1.25
32228,188.45
7558,453.69
24663,521.11
16791,1.21
17295,1.18
9296,924.33
15983,1.3
1510,96.31
10004,1.22
25968,1.17
9918,18.5
30517,1.31
23427,1.19
4241,2.28
4410,977.6
13114,1.23
6604,2.52
7456,1.25
17527,76.83
7924,1.21
28261,1.23
13181,1.26
14229,1.22
18683,37.54
14363,105.26
16922,723.52
5676,217.87
13427,1.24
16583,720.04
27156,1.25
20216,1.24
12735,798.62
28570,1.26
4902,61.85
22850,1.28
2683,1032.22
10719,977.62
23443,1.23
25172,16.49
27505,613.42
21791,895.63
32330,1.19
18327,552.98
18605,262.3
15098,1.24
6699,338.05
7986,1.21
10341,1.23
25125,1.2
23521,934.34
8416,445.58
17962,1.22
32413,1.21
6631,2.3
9159,1.23
24003,1.21
29248,180.34
30233,1.29
30276,1.3
26222,1.2
28947,709.55
23,1.22
28017,1.23
12169,838.27
30624,1.31
16882,844.53
31248,337.69
6632,2.42
9753,1.18
9252,355.91
22568,1.25
26350,490.27
22406,504.36
23761,514.2
28900,1.24
17687,1.19
15757,158.87
3876,73.87
6293,1.8
9626,32.4
2710,705.11
5647,640.71
17455,816.35
26886,1.22
6522,231.02
27375,1.23
11611,761.24
32584,67.28
578,1.29
31212,23.01
4859,1.93
1981,1.27
31668,188.75
6657,2.88
10329,1.22
14279,1.21
31424,347.8
11118,1.18
23234,931.42
32489,92.73
5640,510.87
14316,1.24
13847,963.01
3219,1029.12
21859,1.69
28506,1.28
17854,1.19
30214,1.3
10337,1.19
3113,1.24
15318,9.9
22033,428.68
14313,1.26
7438,1.2
4968,328.5
6635,1.91
1318,21.2
24709,224.35
11191,1.26
30692,129.77
4645,299.24
18405,1.22
11400,1.24
26729,22.03
6620,2.49
7974,1.2
4408,997.52
15497,148.35
3946,1.23
25487,368.24
26209,1.19
32543,27.89
18523,1.21
11401,1.22
21553,268.23
2903,289.47
5453,1.71
16728,1.21
5133,2.69
24103,914.0
5915,1015.39
21022,1.22
24273,1.25
17083,1.23
30860,1.24
13972,1.27
26667,859.47
3710,1.28
24814,1.22
6187,1067.61
17982,12.65
20112,320.4
2744,7.92
279,1.22
27455,1.23
2310,1.22
28201,1.2
16097,856.91
14019,1.24
30858,1.24
25065,1.22
31681,209.98
5183,91.15
28237,1.21
29701,1.23
10376,239.66
15978,1.25
4449,116.6
18914,589.79
23405,1.25
8451,429.91
29668,1.25
22566,1.23
3427,1.2
21981,1.24
23516,942.42
28132,329.94
22117,507.33
13396,1.24
15914,1.18
278,1.22
8351,5.05
14766,1.23
20406,20.22
31723,86.69
736,789.78
26257,1.21
27130,1.23
22657,930.74
17828,2.65
9380,1.25
2900,337.89
22751,1.23
26802,1.23
3820,286.77
24550,1.23
4246,2.18
23395,1.2
3108,1.24
7422,1.21
936,411.99
7997,1.23
1197,352.72
13297,867.74
12883,1.24
16518,1.21
24683,614.07
14428,673.04
9378,1.23
20330,877.35
12781,1.27
23314,1.23
